"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1091708","0","GYNAECOLOGY CANCER RESEARCH FUND","The Eve Appeal, 10-18 Union Street, LONDON","SE1 1SZ","Bermondsey and Old Southwark","02076050100","finance@eveappeal.org.uk","www.eveappeal.org.uk","31/12/2023","1344858","1600280","Registered","Charitable company","Makes Grants To Organisations, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives","Other Defined Groups","The Eve Appeal's vision is a future where fewer women develop and more women survive the five gynaecological cancers. To achieve this vision we raise money to support and fund world-class research into the five gynaecological cancers alongside raising awareness of them.  The five gynaecological cancers are ovarian, cervical, vulval, vaginal and womb (also known as endometrial or uterine).","TO ADVANCE AND FUND RESEARCH INTO GYNAECOLOGICAL CANCERS AND DISSEMINATE THE RESULTS OF SUCH RESEARCH. TO ADVANCE PUBLIC EDUCATION AND THEREBY TO RAISE AWARENESS OF AND THE PROFILE OF GYNAECOLOGICAL CANCERS, THEIR SIGNS AND SYMPTOMS, RISK FACTORS (INCLUDING BRCA AND INHERITED RISKS). TO RELIEVE THE NEEDS OF WOMEN AFFECTED BY GYNAECOLOGICAL CANCERS, AND INHERITED RISK FACTORS (INCLUDING GENETIC MUTATIONS) BY PROVIDING INFORMATION AND SUPPORT SERVICES FOR SUCH WOMEN, THEIR FAMILIES, FRIENDS AND HEALTH AND SOCIAL CARE PROFESSIONALS.?"
"1092207","0","TECHNION UK","62 GROSVENOR STREET, LONDON","W1K 3JF","Cities of London and Westminster","02074956824","","www.technionuk.org","31/12/2023","1355169","966556","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Overseas Aid/famine Relief","Children/young People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups","Promoting interest in and raising funds for Technion - Israel Institute of Science and Technology in Haifa Israel.","THE ADVANCEMENT OF EDUCATION IN TH ENGINEERING AND ARCHITECTURAL SCIENCES, TECHNOLOGY AND KINDRED SUBJECTS, AND IN PARTICULAR BY:
(A) FOSTERING RELATIONS BETWEEN THE ISRAEL INSTITUTE OF TECHNOLOGY HAIFA (""THE TECHNION"") AND RELEVANT CIRCLES IN GREAT BRITAIN FOR THE PURPOSE OF FACILITATING THE EXCHANGE EOF LECTURERS AND RESEARCH WORKERS IN AND STUDENTS OF THE SUBJECTS STUDIED AT THE TECHNION; (B) SUPPORTING THE WORK AND FURTHERING THE DEVELOPMENT OF THE TECHNION; AND (C) PROMOTING THE ACQUISITION OF SPECIES OF KNOWLEDGE OF THE TECHNION."
"1092233","0","THE LANGHAM PARTNERSHIP (UK AND IRELAND)","Langham Partnership, Lancaster Street, CARLISLE","CA1 1TF","Carlisle","07816065518","uk@langham.org","https://uk.langham.org","30/06/2024","5081752","4751955","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, Religious Activities","Other Defined Groups, The General Public/mankind","Christian leadership training through PhD scholarships, literature resources and publisher development and preaching training.","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE THE ADVANCEMENT OF THE CHRISTIAN RELIGION WHICH IS BASED ON THE BELIEF SET FORTH IN THE BIBLE IN PARTICULAR IN A.) THE WRITING PRINTING PUBLICATION AND DISTRIBUTION OF CHRISTIAN LITERATURE B.) PREACHING AND TEACHING C.) PROVISION OF EDUCATION AND TRAINING"
"1092431","0","MYRISTICA TRUST","Geldards Llp, 4 Capital Quarter, Tyndall Street, CARDIFF","CF10 4BZ","Cardiff South and Penarth","02920 391731","","","05/04/2024","5188023","1080932","Registered","Other","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","THE CHARITY SUPPORTS ORGANISATIONS WHICH THE TRUSTEES CONSIDER MERIT SUPPORT, INCLUDING MEDICAL RESEARCH, CARE FOR CHILDREN AND ANIMALS AND FOREIGN AID","FOR SUCH EXCLUSIVELY CHARITABLE PURPOSES IN ANY PART OF THE WORLD AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION THINK FIT."
"1092671","0","BRITISH FRIENDS OF KUPAT HA'IR","93 FAIRHOLT ROAD, LONDON","N16 5EP","Hackney North and Stoke Newington","020 8808 1111","david@furfabrics.com","","31/03/2024","1135465","1088339","Registered","Other","Makes Grants To Organisations","The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities","The primary object of the charity is to raise funds for and make grants to Kupat Ha'ir, Israel. The objects of this charity are the relief of poverty and the relief of the aged, feeble and infirm amongst persons of the Jewish faith in any part of the world, and in particular in the town of Bnei Brak, Israel.","THE OBJECTS OF THE CHARITY SHALL BE:1.  THE RELIEF OF POVERTY, AND2.  THE RELIEF OF THE AGED, FEEBLE AND INFIRM AMONGST PERSONS OF THE JEWISH FAITH IN ANY PART OF THE WORLD AND IN PARTICULAR IN THE TOWN OF BNEI BRAK, ISRAEL (FOR FULL DETAILS PLEASE SEE A COPY OF THE DEED ON FILE)."
"1092751","0","NEW MARSTON LIMITED","ENTERPRISE HOUSE, Middleton House, 3 Middleton Road, MANCHESTER","M8 5DT","Blackley and Middleton South","01616603492","","","29/02/2024","4062399","2317718","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Religious Activities","People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","The charity supports education and the advancement of the Jewish religion and the relief of poverty.","(1) TO ADVANCE EDUCATION IN ACCORDANCE WITH THE DOCTRINES AND PRINCIPLES OF ORTHODOX JUDAISM(2) TO ADVANCE THE ORTHODOX JEWISH RELIGION(3) TO RELIEVE POVERTY"
"1092935","0","BARNABAS FUND","Barnabas Aid, Unit 23, Ash, Kembrey Park, SWINDON","SN2 8UN","Swindon North","01672564938","info@barnabasfund.org","www.barnabasfund.org","31/08/2023","19535756","18244253","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","The charity receives donations which are then distributed by Barnabas Aid International to over 60 countries chiefly in Asia and Africa, making grants for relief and development of communities in need because of particular disadvantages. Grants are made in support of the objectives of advancing the Christian faith, the prevention or relief of suffering, poverty and to promote of human rights.","4.1 THE CHARITY'S OBJECTS(""THE OBJECTS"")WHICH WILL BE CARRIED OUT FOR THE PUBLIC BENEFIT ARE:
4.1.1 THE ADVANCEMENT OF THE CHRISTIAN FAITH;
4.1.2 THE PREVENTION OR RELIEF OF SUFFERING POVERTY AND DISTRESS;
4.1.3 THE PROMOTION OF HUMAN RIGHTS (AS SET OUT IN THE UNIVERSAL DECLARATION OF HUMAN RIGHTS AND SUBSEQUENT UNITED NATION CONVENTIONS AND DECLARATIONS) BY:
4.1.3.1 EDUCATING THE PUBLIC ABOUT HUMAN RIGHTS;
4.1.3.2 RAISING AWARENESS OF HUMAN RIGHTS ISSUES;
4.1.3.3 PROVIDING TECHNICAL ADVICE TO GOVERNMENTS AND OTHERS ON HUMAN RIGHTS MATTERS;
4.1.3.4 ELIMINATING INFRINGEMENT OF HUMAN RIGHTS.
4.1.4 THE PROMOTION OF CONFLICT RESOLUTION AND RECONCILIATION BY ALL APPROPRIATE MEANS;
4.1.5 THE PROMOTION OF RELIGIOUS OR RACIAL HARMONY, EQUALITY AND DIVERSITY;
4.1.6 THE ADVANCEMENT OF CITIZENSHIP OR COMMUNITY DEVELOPMENT;
4.1.7 THE RELIEF OF THOSE IN NEED BY REASON OF YOUTH, AGE, ILL HEALTH, DISABILITY, FINANCIAL HARDSHIP OR
OTHER DISADVANTAGE."
"1093028","0","CO-OPERATIVE COMMUNITY INVESTMENT FOUNDATION","9th Floor, 1 Angel Square, Manchester","M60 0AG","Manchester Central","01616921877","foundation@coop.co.uk","www.coopfoundation.org.uk","31/12/2023","5681201","8824481","Registered","Charitable company","Makes Grants To Organisations, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","To support, through donations from co-operative organisations, members, customers and employees, projects that contribute to relief of poverty, advancement of education or other such charitable purposes and which will benefit communities in which the businesses of Co-operative Group Ltd operate.","TO SUPPORT, THROUGH DONATIONS FROM CO-OPERATIVE ORGANISATIONS, MEMBERS, CUSTOMERS, PROJECTS THAT CONTRIBUTE TO THE RELIEF OF POVERTY, THE ADVANCEMENT OF EDUCATION OF OTHER SUCH CHARITABLE PURPOSES WHICH WILL BENEFIT BENEFIT THE COMMUNITIES IN WHICH BUSINESSES OF CO-OPERATIVE GROUP (CWS) LIMITED OPERATE THROUGHOUT THE AREA OF BENEFIT ESPECIALLY WHERE THE PROJECTS ARE SELF-HELP AND TO SUPPORT PROJECTS OR INITIATIVES THAT PROMOTE CHARITABLE PURPOSES WITHIN COMMUNITIES AND SELF-HELP ORGANISATIONS WHETHER WITHIN THE UK AND THE ISLE OF MAN.

IN FURTHERANCE OF THE ABOVE OBJECTS BUT NOT OTHERWISE BY:

(1) THE MAKING OF GRANTS TO ORGANISATIONS OF A VOLUNTARY, SELF-HELP OR NOT FOR PROFIT NATURE WORKING IN THE COMMUNITY AND INVOLVED IN PROJECTS PROVIDING LONG TERM BENEFITS TO THEIR COMMUNITIES BY WAY OF PHYSICAL BENEFITS AVAILABLE TO THE PUBLIC OR TRAINING OR EDUCATION.

(2) THE PROVISION OF ASSISTANCE TO SUCH ORGANISATIONS BY WAY OF ADVICE, TECHNICAL ASSISTANCE, SEMINARS, TRAINING COURSES AND OTHER SIMILAR EVENTS AIMED AT PROMOTING THE PRINCIPLES OF DEVELOPMENT THROUGH COMMUNITY SELF-RELIANCE AND CO-OPERATION.

(3) THE PROVISION OF A CENTRAL FOCUS AND INFORMATION POINT FOR DEMONSTRATING THE BENEFIT OF COMMUNITY SELF RELIANCE AND CO-OPERATION.

(4) UNDERTAKING, COMMISSIONING AND FUNDING RESEARCH, ENQUIRIES OR REPORTS IN COLLABORATION WITH THE CO-OPERATIVE MOVEMENT OR OTHERWISE."
"1093528","0","GILMOOR BENEVOLENT FUND LIMITED","15 CLAPTON COMMON, LONDON","E5 9AA","Hackney North and Stoke Newington","02088061066","thebookkeeper@gmail.com","","31/03/2024","3337434","4446320","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","SUPPORT OF RELIGIOUS JEWISH ORGANISATIONS ESPECIALLY IN THE FIELD OF EDUCATION AND RELIEF OF POVERTY.THE CHARITY REGULARLY SUPPORTS A NUMBER OF INSTITUTIONS AND ORGANISATIONS WHICH THEMSELVES ARE GROWING NOT ONLY IN ENGLAND BUT ALSO WORLDWIDE.","TO FOSTER, ASSIST AND PROMOTE THE CHARITABLE ACTIVITIES OF ANY INSTITUTION PROFESSING AND TEACHING THE PRINCIPLES OF TRADITIONAL JUDAISM, TO ADVANCE RELIGION IN ACCORDANCE WITH THE JEWISH FAITH.  (PLEASE SEE COPY OF THE MEMORANDUM ON FILE)"
"1093627","0","SOIMECH NOIFLIM","41 WATERPARK ROAD, SALFORD","M7 4FT","Bury South","01617406000","","","31/03/2024","1118422","927344","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","Relief of poverty amongst the elderly or persons in conditions of need, hardship and distress in the Jewish community; the advancement of the orthodox Jewish Religion; the advancement of education according to the tenents of the Orthodox Jewish Faith.","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE: (I)THE RELIEF OF POVERTY AMONGST THE ELDERLY OR PERSONS IN CONDITIONS OF NEED, HARDSHIP AND DISTRESS IN THE JEWISH COMMUNITY (II)THE ADVANCEMENT OF THE ORTHODOX JEWISH RELIGION (III) THE ADVANCEMENT OF EDUCATION ACCORDING TO THE TENTS OF THE ORTHODOX JEWISH FAITH (IV) TO PROMOTE ANY CHARITABLE PURPOSE FOR THE BENEFIT OF THE COMMUNITY"
"1093844","0","THE JOSEPH RANK TRUST","THE JOSEPH RANK TRUST, WORTH CORNER, TURNERS HILL ROAD, CRAWLEY","RH10 7SL","Crawley","01293873947","secretary@ranktrust.org","www.ranktrust.org","31/12/2024","2936000","2775000","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","The Trust's objects and principal activities are to:1. advance the Christian faith.2. further any other objects or purposes which are exclusively charitable according to the laws of England and Wales in force from time to time.","1) TO ADVANCE THE CHRISTIAN FAITH;2) TO FURTHER ANY OTHER OBJECTS OR PURPOSES WHICH ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES IN FORCE FROM TIME TO TIME"
"1093910","0","GAMBLEAWARE","5th Floor, Lincoln House, 296 - 302 High Holborn, London","","","02072871994","info@gambleaware.org","http://about.gambleaware.org/","31/03/2024","86525000","52482000","Registered","Charitable company","Makes Grants To Organisations, Sponsors Or Undertakes Research","Education/training, Other Charitable Purposes","Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","GambleAware is an independent charity tasked to fund research, education and treatment services to help to reduce gambling-related harms in Great Britain. The charity's strategic aim is to broaden public understanding of gambling-related harms and to advance the cause of harm prevention and to help those that do develop problems get the support that they need quickly and effectively.","1)	The advancement of education aimed at preventing gambling harms for the benefit of the public in Great Britain, in particular young people and those who are most vulnerable, by carrying out research, by providing advice and information, and by raising awareness; and,

2)	Working to keep people in Great Britain safe from gambling harms through the application of a public health model based on three levels of prevention: primary— universal promotion of a safer environment; secondary — selective intervention for those who may be 'at risk'; and, tertiary — direct support for those directly or indirectly affected by gambling disorder, by carrying out research, by providing advice and information, by raising awareness, and by commissioning the provision of effective treatment, interventions and support."
"1094102","0","THE MICHAEL UREN FOUNDATION","2 Oatlands Close, WEYBRIDGE, Surrey","KT13 9ED","Esher and Walton","07535100690","Mark@broadlawnacc.co.uk","","05/04/2024","4870903","11023944","Registered","Other","Makes Grants To Organisations, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Animals, Environment/conservation/heritage, Armed Forces/emergency Service Efficiency","Other Charities Or Voluntary Bodies, The General Public/mankind","The Foundation benefits such charitable purposes, charitable institutions or charitable foundations in such proportions as the Trustees shall in their absolute discretion think fit. It is a grant making charity and the Trustees seek their own causes to support. 

Please note unsolicited approaches will not be considered.","FOR SUCH PURPOSES OR OBJECTS WHICH ARE FROM TIME TO TIME RECOGNISED AS EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION MAY THINK FIT."
"1094130","0","REUBEN FOUNDATION","4TH FLOOR, MILLBANK TOWER, 21-24 MILLBANK, LONDON","SW1P 4QP","Cities of London and Westminster","020778025014","contact@reubenfoundation.com","www.reubenfoundation.com","31/12/2023","4974723","11094654","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Arts/culture/heritage/science, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Grant making for the benefit of institutions and individuals","1. TO PROMOTE AND FURTHER THE EDUCATION AND TRAINING OF PERSONS WHETHER OR NOT THEY ARE YOUNG PERSONS BUT IN PARTICULAR YOUNG PERSONS.
2. TO RELIEVE PERSONS WHEREVER LOCATED OR RESIDENT IN THE WORLD WHO ARE IN NEED, HARDSHIP OR DISTRESS AS A RESULT OF OR BY REASON OF THEIR SOCIAL OR ECONOMIC CIRCUMSTANCES, THEIR INFIRMITY OR AGE.
3. TO RELIEVE PERSONS WHETHER WHEREVER THEY ARE LOCATED OR RESIDENT IN THE WORLD WHO ARE IN NEED, HARDSHIP OR DISTRESS AS A RESULT OF LOCAL, NATIONAL OR INTERNATIONAL UNREST OR DISORDER.
4. TO SUPPORT, PROCURE OR FURTHER SUCH OTHER OBJECTS WHICH ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW FOR THE TIME BEING OF ENGLAND AND WALES."
"1094232","0","Bedford School Foundation Trust","10 Glebe Road, Bedford","MK40 2PL","Bedford","01234362241","trust@bedfordschool.org.uk","www.bedfordschool.org.uk","30/06/2024","2184529","815280","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","General Charitable Purposes, Education/training","Children/young People, Other Charities Or Voluntary Bodies","The Trust is established to manage funds and property donated to Bedford School so as to promote the education of pupils at Bedford School, to provide scholarships and bursaries to assust pupils to attend the School,to assist with the further education of former pupils of the School, and to support the facilities and activities at the School.","THE OBJECTS OF THE CHARITY ARE:
3.1  TO PROMOTE THE EDUCATION OF PUPILS AT BEDFORD SCHOOL (""THE SCHOOL"");
3.2  TO PROMOTE THE FURTHER EDUCATION OF FORMER PUPILS OF THE SCHOOL;
3.3  TO SUPPORT THE SCHOOL AND ITS CHARITABLE ACTIVITIES."
"1094397","0","SAMJO LIMITED","1st Floor Cloister House, Riverside, New Bailey Street, Manchester","M3 5FS","Salford","01618328721","D.Stewart@prestburymanagement.co.uk","","31/03/2024","4059269","2833413","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","The support of educational and religious activities relating to the Jewish faith including medical and sickness organisations. In the case of individuals the company will assist where there is poverty or disability.","THE ADVANCEMENT OF RELIGION, THE ADVANCEMENT AND SUPPORT OF EDUCATION AND THE RELIEF OF THE ELDERLY, VULNERABLE (SUCH AS YOUNG CHILDREN OR ANYONE WITH SPECIAL NEEDS) OR THOSE SUFFERING POVERTY OR HARDSHIP AND OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT."
"1094446","0","SOMERSET COMMUNITY FOUNDATION","YEOMAN HOUSE, THE BATH & WEST SHOWGROUND, SHEPTON MALLET","BA4 6QN","Frome and East Somerset","01749344949","info@somersetcf.org.uk","www.somersetcf.org.uk","31/03/2024","3897208","4863984","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Acts As An Umbrella Or Resource Body","Education/training, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","Somerset Community Foundation is a charity that helps passionate people in Somerset change the world on their doorstep by funding local charities and inspiring local giving and philanthropy.","1. THE PROMOTION OF ANY CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY IN THE AREA SERVED BY SOMERSET COUNTY COUNCIL ON THE DATE OF INCORPORATION OF THE COMPANY AND IN PARTICULAR THE RELIEF OF POVERTY AND THE ADVANCEMENT OF EDUCATION.
2. OTHER EXCLUSIVELY CHARITABLE PURPOSES IN THE UNITED KINGDOM AND ELSEWHERE WHICH ARE IN THE OPINION OF THE DIRECTORS BENEFICIAL TO THE COMMUNITY WITH A PREFERENCE FOR THOSE IN THE AREA OF BENEFIT."
"1094478","0","Sand Dams Worldwide Limited","Sand Dams Worldwide, 7-14 Great Dover Street, London","SE1 4YR","Bermondsey and Old Southwark","020 3096 7861","Finance@sanddamsworldwide.org.uk","www.sanddamsworldwide.org.uk","31/03/2024","1439910","1391413","Registered","Charitable company","Makes Grants To Organisations, Provides Human Resources, Sponsors Or Undertakes Research","The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Environment/conservation/heritage, Economic/community Development/employment","Other Defined Groups, The General Public/mankind","Sand Dams Worldwide  supports rural dryland communities to work their way out of poverty with dignity. Working with local partners, we support rural communities to gain access to clean water close to their homes and to invest in climate-smart agriculture. In pioneering sand dams we promote and support the application of sand dam technology by key stakeholders in drylands.","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE:-
1.  TO PROMOTE THE CONSERVATION, PROTECTION AND IMPROVEMENT OF THE PHYSICAL AND NATURAL ENVIRONMENT FOR PUBLIC BENEFIT, AND
2.  TO RELIEVE POVERTY, IN PARTICULAR BUT NOT EXCLUSIVELY BY SUPPORTING SUSTAINABLE DEVELOPMENT PROJECTS AND
3.  TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE SUBJECTS OF SUSTAINABLE DEVELOPMENT, CONSERVATION AND THE RELIEF OF POVERTY, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE UNDERTAKING AND DISSEMINATION OF RESEARCH.  (PLEASE SEE COPY OF THE SPECIAL RESOLUTION ON FILE FOR DETAILS)."
"1094561","0","UNIVERSITY OF PENNSYLVANIA (USA) FOUNDATION LIMITED","20 OLD BAILEY, LONDON","EC4M 7AN","Cities of London and Westminster","02075976173","","","30/06/2024","10788784","12285320","Registered","Charitable company","Makes Grants To Organisations, Acts As An Umbrella Or Resource Body","Education/training","Children/young People, Other Charities Or Voluntary Bodies, The General Public/mankind","Advancement of education.","THE COMPANY'S OBJECTS ARE TO ADVANCE EDUCATION IN PARTICULAR BY PROVIDING GRANTS TO UNIVERSITY OF PENNSYLVANIA AND TO OTHER EDUCATIONAL INSTITUTIONS TO ASSIST IN THE ADVANCEMENT OF EDUCATION OF STUDENTS ATTENDING THE INSTITUTIONS."
"1094646","0","NORTHAMPTONSHIRE COMMUNITY FOUNDATION","18 ALBION PLACE, NORTHAMPTON","NN1 1UD","Northampton North","01604230033","enquiries@ncf.uk.com","www.ncf.uk.com","31/03/2024","3393284","3527926","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Accommodation/housing, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Encourage local giving and award grants to Northamptonshire community groups & projects","THE OBJECTS (""THE OBJECTS"") FOR WHICH THE CHARITY IS ESTABLISHED ARE:1.  THE PROMOTION OF ANY CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY IN THE COUNTY OF NORTHAMPTONSHIRE AND IN PARTICULAR THE ADVANCEMENT OF EDUCATION, THE PROTECTION OF GOOD HEALTH BOTH MENTAL AND PHYSICAL AND THE RELIEF OF POVERTY AND SICKNESS,2. OTHER EXCLUSIVELY CHARITABLE PURPOSES IN THE UNITED KINGDOM AND ELSEWHERE WHICH ARE IN THE OPINION OF THE TRUSTEES BENEFICIAL TO THE COMMUNITY INCLUDING THOSE IN THE AREA  OF BENEFIT."
"1094977","0","ARCHANGE LEBRUN TRUST LIMITED","71-75 Shelton Street, Covent Garden, LONDON, England","WC2H 9JQ","Holborn and St Pancras","+44777221373","val@mfreeman-assoc.com","","31/12/2023","1958000","1515000","Registered","Charitable company","Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","The main objects of the Company are the care, education, relief of poverty and evangelisation within the Roman Catholic tradition throughout the world, particularly of people who are most deprived.","THE CARE, EDUCATION, RELIEF OF POVERTY AND EVANGELISATION WITHIN THE ROMAN CATHOLIC TRADITION THROUGHOUT THE WORLD, PARTICULARLY OF PEOPLE WHO ARE MOST DEPRIVED. (PLEASE SEE CLAUSE 3 OF THE MEMORANDUM OF ASSOCIATION FOR FURTHER DETAILS)."
